,Id,Weekly_Sales
60571,23_41_2013-06-28,0.0
60572,23_41_2013-07-05,0.0
60573,23_41_2013-07-12,0.0
60574,23_41_2013-07-19,0.0
60575,23_41_2013-07-26,0.0
60576,23_42_2012-11-02,0.0
60577,23_42_2012-11-09,0.0
60578,23_42_2012-11-16,0.0
60579,23_42_2012-11-23,0.0
60580,23_42_2012-11-30,0.0
60581,23_42_2012-12-07,0.0
60582,23_42_2012-12-14,0.0
60583,23_42_2012-12-21,0.0
60584,23_42_2012-12-28,0.0
60585,23_42_2013-01-04,0.0
60586,23_42_2013-01-11,0.0
60587,23_42_2013-01-18,0.0
60588,23_42_2013-01-25,0.0
60589,23_42_2013-02-01,0.0
60590,23_42_2013-02-08,0.0
60591,23_42_2013-02-15,0.0
60592,23_42_2013-02-22,0.0
60593,23_42_2013-03-01,0.0
60594,23_42_2013-03-08,0.0
60595,23_42_2013-03-15,0.0
60596,23_42_2013-03-22,0.0
60597,23_42_2013-03-29,0.0
60598,23_42_2013-04-05,0.0
60599,23_42_2013-04-12,0.0
60600,23_42_2013-04-19,0.0
60601,23_42_2013-04-26,0.0
60602,23_42_2013-05-03,0.0
60603,23_42_2013-05-10,0.0
60604,23_42_2013-05-17,0.0
60605,23_42_2013-05-24,0.0
60606,23_42_2013-05-31,0.0
60607,23_42_2013-06-07,0.0
60608,23_42_2013-06-14,0.0
60609,23_42_2013-06-21,0.0
60610,23_42_2013-06-28,0.0
60611,23_42_2013-07-05,0.0
60612,23_42_2013-07-12,0.0
60613,23_42_2013-07-19,0.0
60614,23_42_2013-07-26,0.0
60615,23_44_2012-11-02,0.0
60616,23_44_2012-11-09,0.0
60617,23_44_2012-11-16,0.0
60618,23_44_2012-11-23,0.0
60619,23_44_2012-11-30,0.0
60620,23_44_2012-12-07,0.0
60621,23_44_2012-12-14,0.0
60622,23_44_2012-12-21,0.0
60623,23_44_2012-12-28,0.0
60624,23_44_2013-01-04,0.0
60625,23_44_2013-01-11,0.0
60626,23_44_2013-01-18,0.0
60627,23_44_2013-01-25,0.0
60628,23_44_2013-02-01,0.0
60629,23_44_2013-02-08,0.0
60630,23_44_2013-02-15,0.0
60631,23_44_2013-02-22,0.0
60632,23_44_2013-03-01,0.0
60633,23_44_2013-03-08,0.0
60634,23_44_2013-03-15,0.0
60635,23_44_2013-03-22,0.0
60636,23_44_2013-03-29,0.0
60637,23_44_2013-04-05,0.0
60638,23_44_2013-04-12,0.0
60639,23_44_2013-04-19,0.0
60640,23_44_2013-04-26,0.0
60641,23_44_2013-05-03,0.0
60642,23_44_2013-05-10,0.0
60643,23_44_2013-05-17,0.0
60644,23_44_2013-05-24,0.0
60645,23_44_2013-05-31,0.0
60646,23_44_2013-06-07,0.0
60647,23_44_2013-06-14,0.0
60648,23_44_2013-06-21,0.0
60649,23_44_2013-06-28,0.0
60650,23_44_2013-07-05,0.0
60651,23_44_2013-07-12,0.0
60652,23_44_2013-07-19,0.0
60653,23_44_2013-07-26,0.0
60654,23_45_2012-11-23,0.0
60655,23_45_2012-12-07,0.0
60656,23_46_2012-11-02,0.0
60657,23_46_2012-11-09,0.0
60658,23_46_2012-11-16,0.0
60659,23_46_2012-11-23,0.0
60660,23_46_2012-11-30,0.0
60661,23_46_2012-12-07,0.0
60662,23_46_2012-12-14,0.0
60663,23_46_2012-12-21,0.0
60664,23_46_2012-12-28,0.0
60665,23_46_2013-01-04,0.0
60666,23_46_2013-01-11,0.0
60667,23_46_2013-01-18,0.0
60668,23_46_2013-01-25,0.0
60669,23_46_2013-02-01,0.0
60670,23_46_2013-02-08,0.0
60671,23_46_2013-02-15,0.0
60672,23_46_2013-02-22,0.0
60673,23_46_2013-03-01,0.0
60674,23_46_2013-03-08,0.0
60675,23_46_2013-03-15,0.0
60676,23_46_2013-03-22,0.0
60677,23_46_2013-03-29,0.0
60678,23_46_2013-04-05,0.0
60679,23_46_2013-04-12,0.0
60680,23_46_2013-04-19,0.0
60681,23_46_2013-04-26,0.0
60682,23_46_2013-05-03,0.0
60683,23_46_2013-05-10,0.0
60684,23_46_2013-05-17,0.0
60685,23_46_2013-05-24,0.0
60686,23_46_2013-05-31,0.0
60687,23_46_2013-06-07,0.0
60688,23_46_2013-06-14,0.0
60689,23_46_2013-06-21,0.0
60690,23_46_2013-06-28,0.0
60691,23_46_2013-07-05,0.0
60692,23_46_2013-07-12,0.0
60693,23_46_2013-07-19,0.0
60694,23_46_2013-07-26,0.0
60695,23_47_2012-11-09,0.0
60696,23_47_2012-12-07,0.0
60697,23_47_2013-03-08,0.0
60698,23_47_2013-03-15,0.0
60699,23_47_2013-05-17,0.0
60700,23_47_2013-05-24,0.0
60701,23_49_2012-11-02,0.0
60702,23_49_2012-11-09,0.0
60703,23_49_2012-11-16,0.0
60704,23_49_2012-11-23,0.0
60705,23_49_2012-11-30,0.0
60706,23_49_2012-12-07,0.0
60707,23_49_2012-12-14,0.0
60708,23_49_2012-12-21,0.0
60709,23_49_2012-12-28,0.0
60710,23_49_2013-01-04,0.0
60711,23_49_2013-01-11,0.0
60712,23_49_2013-01-18,0.0
60713,23_49_2013-01-25,0.0
60714,23_49_2013-02-01,0.0
60715,23_49_2013-02-08,0.0
60716,23_49_2013-02-15,0.0
60717,23_49_2013-02-22,0.0
60718,23_49_2013-03-01,0.0
60719,23_49_2013-03-08,0.0
60720,23_49_2013-03-15,0.0
60721,23_49_2013-03-22,0.0
60722,23_49_2013-03-29,0.0
60723,23_49_2013-04-05,0.0
60724,23_49_2013-04-12,0.0
60725,23_49_2013-04-19,0.0
60726,23_49_2013-04-26,0.0
60727,23_49_2013-05-03,0.0
60728,23_49_2013-05-10,0.0
60729,23_49_2013-05-17,0.0
60730,23_49_2013-05-24,0.0
60731,23_49_2013-05-31,0.0
60732,23_49_2013-06-07,0.0
60733,23_49_2013-06-14,0.0
60734,23_49_2013-06-21,0.0
60735,23_49_2013-06-28,0.0
60736,23_49_2013-07-05,0.0
60737,23_49_2013-07-12,0.0
60738,23_49_2013-07-19,0.0
60739,23_49_2013-07-26,0.0
60740,23_50_2012-11-02,0.0
60741,23_50_2012-11-09,0.0
60742,23_50_2012-11-16,0.0
60743,23_50_2012-11-23,0.0
60744,23_50_2012-11-30,0.0
60745,23_50_2012-12-07,0.0
60746,23_50_2012-12-14,0.0
60747,23_50_2012-12-21,0.0
60748,23_50_2012-12-28,0.0
60749,23_50_2013-01-04,0.0
60750,23_50_2013-01-11,0.0
60751,23_50_2013-01-18,0.0
60752,23_50_2013-01-25,0.0
60753,23_50_2013-02-01,0.0
60754,23_50_2013-02-08,0.0
60755,23_50_2013-02-15,0.0
60756,23_50_2013-02-22,0.0
60757,23_50_2013-03-01,0.0
60758,23_50_2013-03-08,0.0
60759,23_50_2013-03-15,0.0
60760,23_50_2013-03-22,0.0
60761,23_50_2013-03-29,0.0
60762,23_50_2013-04-05,0.0
60763,23_50_2013-04-12,0.0
60764,23_50_2013-04-19,0.0
60765,23_50_2013-04-26,0.0
60766,23_50_2013-05-03,0.0
60767,23_50_2013-05-10,0.0
60768,23_50_2013-05-17,0.0
60769,23_50_2013-05-24,0.0
60770,23_50_2013-05-31,0.0
60771,23_50_2013-06-07,0.0
60772,23_50_2013-06-14,0.0
60773,23_50_2013-06-21,0.0
60774,23_50_2013-06-28,0.0
60775,23_50_2013-07-05,0.0
60776,23_50_2013-07-12,0.0
60777,23_50_2013-07-19,0.0
60778,23_50_2013-07-26,0.0
60779,23_52_2012-11-02,0.0
60780,23_52_2012-11-09,0.0
60781,23_52_2012-11-16,0.0
60782,23_52_2012-11-23,0.0
60783,23_52_2012-11-30,0.0
60784,23_52_2012-12-07,0.0
60785,23_52_2012-12-14,0.0
60786,23_52_2012-12-21,0.0
60787,23_52_2012-12-28,0.0
60788,23_52_2013-01-04,0.0
60789,23_52_2013-01-11,0.0
60790,23_52_2013-01-18,0.0
60791,23_52_2013-01-25,0.0
60792,23_52_2013-02-01,0.0
60793,23_52_2013-02-08,0.0
60794,23_52_2013-02-15,0.0
60795,23_52_2013-02-22,0.0
60796,23_52_2013-03-01,0.0
60797,23_52_2013-03-08,0.0
60798,23_52_2013-03-15,0.0
60799,23_52_2013-03-22,0.0
60800,23_52_2013-03-29,0.0
60801,23_52_2013-04-05,0.0
60802,23_52_2013-04-12,0.0
60803,23_52_2013-04-19,0.0
60804,23_52_2013-04-26,0.0
60805,23_52_2013-05-03,0.0
60806,23_52_2013-05-10,0.0
60807,23_52_2013-05-17,0.0
60808,23_52_2013-05-24,0.0
60809,23_52_2013-05-31,0.0
60810,23_52_2013-06-07,0.0
60811,23_52_2013-06-14,0.0
60812,23_52_2013-06-21,0.0
60813,23_52_2013-06-28,0.0
60814,23_52_2013-07-05,0.0
60815,23_52_2013-07-12,0.0
60816,23_52_2013-07-19,0.0
60817,23_52_2013-07-26,0.0
60818,23_54_2012-11-02,0.0
60819,23_54_2012-11-09,0.0
60820,23_54_2012-11-16,0.0
60821,23_54_2012-11-23,0.0
60822,23_54_2012-11-30,0.0
60823,23_54_2012-12-07,0.0
60824,23_54_2012-12-14,0.0
60825,23_54_2012-12-21,0.0
60826,23_54_2012-12-28,0.0
60827,23_54_2013-01-04,0.0
60828,23_54_2013-01-11,0.0
60829,23_54_2013-02-01,0.0
60830,23_54_2013-02-15,0.0
60831,23_54_2013-02-22,0.0
60832,23_54_2013-03-01,0.0
60833,23_54_2013-03-08,0.0
60834,23_54_2013-03-15,0.0
60835,23_54_2013-03-22,0.0
60836,23_54_2013-04-12,0.0
60837,23_54_2013-04-19,0.0
60838,23_54_2013-05-03,0.0
60839,23_54_2013-05-10,0.0
60840,23_54_2013-05-17,0.0
60841,23_54_2013-06-07,0.0
60842,23_54_2013-06-21,0.0
60843,23_54_2013-07-12,0.0
60844,23_54_2013-07-19,0.0
60845,23_54_2013-07-26,0.0
60846,23_55_2012-11-02,0.0
60847,23_55_2012-11-09,0.0
60848,23_55_2012-11-16,0.0
60849,23_55_2012-11-23,0.0
60850,23_55_2012-11-30,0.0
60851,23_55_2012-12-07,0.0
60852,23_55_2012-12-14,0.0
60853,23_55_2012-12-21,0.0
60854,23_55_2012-12-28,0.0
60855,23_55_2013-01-04,0.0
60856,23_55_2013-01-11,0.0
60857,23_55_2013-01-18,0.0
60858,23_55_2013-01-25,0.0
60859,23_55_2013-02-01,0.0
60860,23_55_2013-02-08,0.0
60861,23_55_2013-02-15,0.0
60862,23_55_2013-02-22,0.0
60863,23_55_2013-03-01,0.0
60864,23_55_2013-03-08,0.0
60865,23_55_2013-03-15,0.0
60866,23_55_2013-03-22,0.0
60867,23_55_2013-03-29,0.0
60868,23_55_2013-04-05,0.0
60869,23_55_2013-04-12,0.0
60870,23_55_2013-04-19,0.0
60871,23_55_2013-04-26,0.0
60872,23_55_2013-05-03,0.0
60873,23_55_2013-05-10,0.0
60874,23_55_2013-05-17,0.0
60875,23_55_2013-05-24,0.0
60876,23_55_2013-05-31,0.0
60877,23_55_2013-06-07,0.0
60878,23_55_2013-06-14,0.0
60879,23_55_2013-06-21,0.0
60880,23_55_2013-06-28,0.0
60881,23_55_2013-07-05,0.0
60882,23_55_2013-07-12,0.0
60883,23_55_2013-07-19,0.0
60884,23_55_2013-07-26,0.0
60885,23_56_2012-11-02,0.0
60886,23_56_2012-11-09,0.0
60887,23_56_2012-11-16,0.0
60888,23_56_2012-11-23,0.0
60889,23_56_2012-11-30,0.0
60890,23_56_2012-12-07,0.0
60891,23_56_2012-12-14,0.0
60892,23_56_2012-12-21,0.0
60893,23_56_2012-12-28,0.0
60894,23_56_2013-01-04,0.0
60895,23_56_2013-01-11,0.0
60896,23_56_2013-01-18,0.0
60897,23_56_2013-01-25,0.0
60898,23_56_2013-02-01,0.0
60899,23_56_2013-02-08,0.0
60900,23_56_2013-02-15,0.0
60901,23_56_2013-02-22,0.0
60902,23_56_2013-03-01,0.0
60903,23_56_2013-03-08,0.0
60904,23_56_2013-03-15,0.0
60905,23_56_2013-03-22,0.0
60906,23_56_2013-03-29,0.0
60907,23_56_2013-04-05,0.0
60908,23_56_2013-04-12,0.0
60909,23_56_2013-04-19,0.0
60910,23_56_2013-04-26,0.0
60911,23_56_2013-05-03,0.0
60912,23_56_2013-05-10,0.0
60913,23_56_2013-05-17,0.0
60914,23_56_2013-05-24,0.0
60915,23_56_2013-05-31,0.0
60916,23_56_2013-06-07,0.0
60917,23_56_2013-06-14,0.0
60918,23_56_2013-06-21,0.0
60919,23_56_2013-06-28,0.0
60920,23_56_2013-07-05,0.0
60921,23_56_2013-07-12,0.0
60922,23_56_2013-07-19,0.0
60923,23_56_2013-07-26,0.0
60924,23_58_2012-11-02,0.0
60925,23_58_2012-11-09,0.0
60926,23_58_2012-11-16,0.0
60927,23_58_2012-11-23,0.0
60928,23_58_2012-11-30,0.0
60929,23_58_2012-12-07,0.0
60930,23_58_2012-12-14,0.0
60931,23_58_2012-12-21,0.0
60932,23_58_2012-12-28,0.0
60933,23_58_2013-01-04,0.0
60934,23_58_2013-01-11,0.0
60935,23_58_2013-01-18,0.0
60936,23_58_2013-01-25,0.0
60937,23_58_2013-02-01,0.0
60938,23_58_2013-02-08,0.0
60939,23_58_2013-02-15,0.0
60940,23_58_2013-02-22,0.0
60941,23_58_2013-03-01,0.0
60942,23_58_2013-03-08,0.0
60943,23_58_2013-03-15,0.0
60944,23_58_2013-03-22,0.0
60945,23_58_2013-03-29,0.0
60946,23_58_2013-04-05,0.0
60947,23_58_2013-04-12,0.0
60948,23_58_2013-04-19,0.0
60949,23_58_2013-04-26,0.0
60950,23_58_2013-05-03,0.0
60951,23_58_2013-05-10,0.0
60952,23_58_2013-05-17,0.0
60953,23_58_2013-05-24,0.0
60954,23_58_2013-05-31,0.0
60955,23_58_2013-06-07,0.0
60956,23_58_2013-06-14,0.0
60957,23_58_2013-06-21,0.0
60958,23_58_2013-06-28,0.0
60959,23_58_2013-07-05,0.0
60960,23_58_2013-07-12,0.0
60961,23_58_2013-07-19,0.0
60962,23_58_2013-07-26,0.0
60963,23_59_2012-11-02,0.0
60964,23_59_2012-11-09,0.0
60965,23_59_2012-11-16,0.0
60966,23_59_2012-11-23,0.0
60967,23_59_2012-11-30,0.0
60968,23_59_2012-12-07,0.0
60969,23_59_2012-12-14,0.0
60970,23_59_2012-12-21,0.0
60971,23_59_2012-12-28,0.0
60972,23_59_2013-01-04,0.0
60973,23_59_2013-01-11,0.0
60974,23_59_2013-01-18,0.0
60975,23_59_2013-01-25,0.0
60976,23_59_2013-02-01,0.0
60977,23_59_2013-02-08,0.0
60978,23_59_2013-02-15,0.0
60979,23_59_2013-02-22,0.0
60980,23_59_2013-03-01,0.0
60981,23_59_2013-03-08,0.0
60982,23_59_2013-03-15,0.0
60983,23_59_2013-03-22,0.0
60984,23_59_2013-03-29,0.0
60985,23_59_2013-04-05,0.0
60986,23_59_2013-04-12,0.0
60987,23_59_2013-04-19,0.0
60988,23_59_2013-04-26,0.0
60989,23_59_2013-05-03,0.0
60990,23_59_2013-05-10,0.0
60991,23_59_2013-05-17,0.0
60992,23_59_2013-05-24,0.0
60993,23_59_2013-05-31,0.0
60994,23_59_2013-06-07,0.0
60995,23_59_2013-06-14,0.0
60996,23_59_2013-06-21,0.0
60997,23_59_2013-06-28,0.0
60998,23_59_2013-07-05,0.0
60999,23_59_2013-07-12,0.0
61000,23_59_2013-07-19,0.0
61001,23_59_2013-07-26,0.0
61002,23_60_2012-11-02,0.0
61003,23_60_2012-11-09,0.0
61004,23_60_2012-11-16,0.0
61005,23_60_2012-11-23,0.0
61006,23_60_2012-11-30,0.0
61007,23_60_2012-12-07,0.0
61008,23_60_2012-12-14,0.0
61009,23_60_2012-12-21,0.0
61010,23_60_2012-12-28,0.0
61011,23_60_2013-01-04,0.0
61012,23_60_2013-01-11,0.0
61013,23_60_2013-01-18,0.0
61014,23_60_2013-01-25,0.0
61015,23_60_2013-02-01,0.0
61016,23_60_2013-02-08,0.0
61017,23_60_2013-02-15,0.0
61018,23_60_2013-02-22,0.0
61019,23_60_2013-03-01,0.0
61020,23_60_2013-03-08,0.0
61021,23_60_2013-03-15,0.0
61022,23_60_2013-03-22,0.0
61023,23_60_2013-03-29,0.0
61024,23_60_2013-04-05,0.0
61025,23_60_2013-04-12,0.0
61026,23_60_2013-04-19,0.0
61027,23_60_2013-04-26,0.0
61028,23_60_2013-05-03,0.0
61029,23_60_2013-05-10,0.0
61030,23_60_2013-05-17,0.0
61031,23_60_2013-05-24,0.0
61032,23_60_2013-05-31,0.0
61033,23_60_2013-06-07,0.0
61034,23_60_2013-06-14,0.0
61035,23_60_2013-06-21,0.0
61036,23_60_2013-06-28,0.0
61037,23_60_2013-07-05,0.0
61038,23_60_2013-07-12,0.0
61039,23_60_2013-07-19,0.0
61040,23_60_2013-07-26,0.0
61041,23_67_2012-11-02,0.0
61042,23_67_2012-11-09,0.0
61043,23_67_2012-11-16,0.0
61044,23_67_2012-11-23,0.0
61045,23_67_2012-11-30,0.0
61046,23_67_2012-12-07,0.0
61047,23_67_2012-12-14,0.0
61048,23_67_2012-12-21,0.0
61049,23_67_2012-12-28,0.0
61050,23_67_2013-01-04,0.0
61051,23_67_2013-01-11,0.0
61052,23_67_2013-01-18,0.0
61053,23_67_2013-01-25,0.0
61054,23_67_2013-02-01,0.0
61055,23_67_2013-02-08,0.0
61056,23_67_2013-02-15,0.0
61057,23_67_2013-02-22,0.0
61058,23_67_2013-03-01,0.0
61059,23_67_2013-03-08,0.0
61060,23_67_2013-03-15,0.0
61061,23_67_2013-03-22,0.0
61062,23_67_2013-03-29,0.0
61063,23_67_2013-04-05,0.0
61064,23_67_2013-04-12,0.0
61065,23_67_2013-04-19,0.0
61066,23_67_2013-04-26,0.0
61067,23_67_2013-05-03,0.0
61068,23_67_2013-05-10,0.0
61069,23_67_2013-05-17,0.0
61070,23_67_2013-05-24,0.0
61071,23_67_2013-05-31,0.0
61072,23_67_2013-06-07,0.0
61073,23_67_2013-06-14,0.0
61074,23_67_2013-06-21,0.0
61075,23_67_2013-06-28,0.0
61076,23_67_2013-07-05,0.0
61077,23_67_2013-07-12,0.0
61078,23_67_2013-07-19,0.0
61079,23_67_2013-07-26,0.0
61080,23_71_2012-11-02,0.0
61081,23_71_2012-11-09,0.0
61082,23_71_2012-11-16,0.0
61083,23_71_2012-11-23,0.0
61084,23_71_2012-11-30,0.0
61085,23_71_2012-12-07,0.0
61086,23_71_2012-12-14,0.0
61087,23_71_2012-12-21,0.0
61088,23_71_2012-12-28,0.0
61089,23_71_2013-01-04,0.0
61090,23_71_2013-01-11,0.0
61091,23_71_2013-01-18,0.0
61092,23_71_2013-01-25,0.0
61093,23_71_2013-02-01,0.0
61094,23_71_2013-02-08,0.0
61095,23_71_2013-02-15,0.0
61096,23_71_2013-02-22,0.0
61097,23_71_2013-03-01,0.0
61098,23_71_2013-03-08,0.0
61099,23_71_2013-03-15,0.0
61100,23_71_2013-03-22,0.0
61101,23_71_2013-03-29,0.0
61102,23_71_2013-04-05,0.0
61103,23_71_2013-04-12,0.0
61104,23_71_2013-04-19,0.0
61105,23_71_2013-04-26,0.0
61106,23_71_2013-05-03,0.0
61107,23_71_2013-05-10,0.0
61108,23_71_2013-05-17,0.0
61109,23_71_2013-05-24,0.0
61110,23_71_2013-05-31,0.0
61111,23_71_2013-06-07,0.0
61112,23_71_2013-06-14,0.0
61113,23_71_2013-06-21,0.0
61114,23_71_2013-06-28,0.0
61115,23_71_2013-07-05,0.0
61116,23_71_2013-07-12,0.0
61117,23_71_2013-07-19,0.0
61118,23_71_2013-07-26,0.0
61119,23_72_2012-11-02,0.0
61120,23_72_2012-11-09,0.0
61121,23_72_2012-11-16,0.0
61122,23_72_2012-11-23,0.0
61123,23_72_2012-11-30,0.0
61124,23_72_2012-12-07,0.0
61125,23_72_2012-12-14,0.0
61126,23_72_2012-12-21,0.0
61127,23_72_2012-12-28,0.0
61128,23_72_2013-01-04,0.0
61129,23_72_2013-01-11,0.0
61130,23_72_2013-01-18,0.0
61131,23_72_2013-01-25,0.0
61132,23_72_2013-02-01,0.0
61133,23_72_2013-02-08,0.0
61134,23_72_2013-02-15,0.0
61135,23_72_2013-02-22,0.0
61136,23_72_2013-03-01,0.0
61137,23_72_2013-03-08,0.0
61138,23_72_2013-03-15,0.0
61139,23_72_2013-03-22,0.0
61140,23_72_2013-03-29,0.0
61141,23_72_2013-04-05,0.0
61142,23_72_2013-04-12,0.0
61143,23_72_2013-04-19,0.0
61144,23_72_2013-04-26,0.0
61145,23_72_2013-05-03,0.0
61146,23_72_2013-05-10,0.0
61147,23_72_2013-05-17,0.0
61148,23_72_2013-05-24,0.0
61149,23_72_2013-05-31,0.0
61150,23_72_2013-06-07,0.0
61151,23_72_2013-06-14,0.0
61152,23_72_2013-06-21,0.0
61153,23_72_2013-06-28,0.0
61154,23_72_2013-07-05,0.0
61155,23_72_2013-07-12,0.0
61156,23_72_2013-07-19,0.0
61157,23_72_2013-07-26,0.0
61158,23_74_2012-11-02,0.0
61159,23_74_2012-11-09,0.0
61160,23_74_2012-11-16,0.0
61161,23_74_2012-11-23,0.0
61162,23_74_2012-11-30,0.0
61163,23_74_2012-12-07,0.0
61164,23_74_2012-12-14,0.0
61165,23_74_2012-12-21,0.0
61166,23_74_2012-12-28,0.0
61167,23_74_2013-01-04,0.0
61168,23_74_2013-01-11,0.0
61169,23_74_2013-01-18,0.0
61170,23_74_2013-01-25,0.0
61171,23_74_2013-02-01,0.0
61172,23_74_2013-02-08,0.0
61173,23_74_2013-02-15,0.0
61174,23_74_2013-02-22,0.0
61175,23_74_2013-03-01,0.0
61176,23_74_2013-03-08,0.0
61177,23_74_2013-03-15,0.0
61178,23_74_2013-03-22,0.0
61179,23_74_2013-03-29,0.0
61180,23_74_2013-04-05,0.0
61181,23_74_2013-04-12,0.0
61182,23_74_2013-04-19,0.0
61183,23_74_2013-04-26,0.0
61184,23_74_2013-05-03,0.0
61185,23_74_2013-05-10,0.0
61186,23_74_2013-05-17,0.0
61187,23_74_2013-05-24,0.0
61188,23_74_2013-05-31,0.0
61189,23_74_2013-06-07,0.0
61190,23_74_2013-06-14,0.0
61191,23_74_2013-06-21,0.0
61192,23_74_2013-06-28,0.0
61193,23_74_2013-07-05,0.0
61194,23_74_2013-07-12,0.0
61195,23_74_2013-07-19,0.0
61196,23_74_2013-07-26,0.0
61197,23_79_2012-11-02,0.0
61198,23_79_2012-11-09,0.0
61199,23_79_2012-11-16,0.0
61200,23_79_2012-11-23,0.0
61201,23_79_2012-11-30,0.0
61202,23_79_2012-12-07,0.0
61203,23_79_2012-12-14,0.0
61204,23_79_2012-12-21,0.0
61205,23_79_2012-12-28,0.0
61206,23_79_2013-01-04,0.0
61207,23_79_2013-01-11,0.0
61208,23_79_2013-01-18,0.0
61209,23_79_2013-01-25,0.0
61210,23_79_2013-02-01,0.0
61211,23_79_2013-02-08,0.0
61212,23_79_2013-02-15,0.0
61213,23_79_2013-02-22,0.0
61214,23_79_2013-03-01,0.0
61215,23_79_2013-03-08,0.0
61216,23_79_2013-03-15,0.0
61217,23_79_2013-03-22,0.0
61218,23_79_2013-03-29,0.0
61219,23_79_2013-04-05,0.0
61220,23_79_2013-04-12,0.0
61221,23_79_2013-04-19,0.0
61222,23_79_2013-04-26,0.0
61223,23_79_2013-05-03,0.0
61224,23_79_2013-05-10,0.0
61225,23_79_2013-05-17,0.0
61226,23_79_2013-05-24,0.0
61227,23_79_2013-05-31,0.0
61228,23_79_2013-06-07,0.0
61229,23_79_2013-06-14,0.0
61230,23_79_2013-06-21,0.0
61231,23_79_2013-06-28,0.0
61232,23_79_2013-07-05,0.0
61233,23_79_2013-07-12,0.0
61234,23_79_2013-07-19,0.0
61235,23_79_2013-07-26,0.0
61236,23_80_2012-11-02,0.0
61237,23_80_2012-11-09,0.0
61238,23_80_2012-11-16,0.0
61239,23_80_2012-11-23,0.0
61240,23_80_2012-11-30,0.0
61241,23_80_2012-12-07,0.0
61242,23_80_2012-12-14,0.0
61243,23_80_2012-12-21,0.0
61244,23_80_2012-12-28,0.0
61245,23_80_2013-01-04,0.0
61246,23_80_2013-01-11,0.0
61247,23_80_2013-01-18,0.0
61248,23_80_2013-01-25,0.0
61249,23_80_2013-02-01,0.0
61250,23_80_2013-02-08,0.0
61251,23_80_2013-02-15,0.0
61252,23_80_2013-02-22,0.0
61253,23_80_2013-03-01,0.0
61254,23_80_2013-03-08,0.0
61255,23_80_2013-03-15,0.0
61256,23_80_2013-03-22,0.0
61257,23_80_2013-03-29,0.0
61258,23_80_2013-04-05,0.0
61259,23_80_2013-04-12,0.0
61260,23_80_2013-04-19,0.0
61261,23_80_2013-04-26,0.0
61262,23_80_2013-05-03,0.0
61263,23_80_2013-05-10,0.0
61264,23_80_2013-05-17,0.0
61265,23_80_2013-05-24,0.0
61266,23_80_2013-05-31,0.0
61267,23_80_2013-06-07,0.0
61268,23_80_2013-06-14,0.0
61269,23_80_2013-06-21,0.0
61270,23_80_2013-06-28,0.0
61271,23_80_2013-07-05,0.0
61272,23_80_2013-07-12,0.0
61273,23_80_2013-07-19,0.0
61274,23_80_2013-07-26,0.0
61275,23_81_2012-11-02,0.0
61276,23_81_2012-11-09,0.0
61277,23_81_2012-11-16,0.0
61278,23_81_2012-11-23,0.0
61279,23_81_2012-11-30,0.0
61280,23_81_2012-12-07,0.0
61281,23_81_2012-12-14,0.0
61282,23_81_2012-12-21,0.0
61283,23_81_2012-12-28,0.0
61284,23_81_2013-01-04,0.0
61285,23_81_2013-01-11,0.0
61286,23_81_2013-01-18,0.0
61287,23_81_2013-01-25,0.0
61288,23_81_2013-02-01,0.0
61289,23_81_2013-02-08,0.0
61290,23_81_2013-02-15,0.0
61291,23_81_2013-02-22,0.0
61292,23_81_2013-03-01,0.0
61293,23_81_2013-03-08,0.0
61294,23_81_2013-03-15,0.0
61295,23_81_2013-03-22,0.0
61296,23_81_2013-03-29,0.0
61297,23_81_2013-04-05,0.0
61298,23_81_2013-04-12,0.0
61299,23_81_2013-04-19,0.0
61300,23_81_2013-04-26,0.0
61301,23_81_2013-05-03,0.0
61302,23_81_2013-05-10,0.0
61303,23_81_2013-05-17,0.0
61304,23_81_2013-05-24,0.0
61305,23_81_2013-05-31,0.0
61306,23_81_2013-06-07,0.0
61307,23_81_2013-06-14,0.0
61308,23_81_2013-06-21,0.0
61309,23_81_2013-06-28,0.0
61310,23_81_2013-07-05,0.0
61311,23_81_2013-07-12,0.0
61312,23_81_2013-07-19,0.0
61313,23_81_2013-07-26,0.0
61314,23_82_2012-11-02,0.0
61315,23_82_2012-11-09,0.0
61316,23_82_2012-11-16,0.0
61317,23_82_2012-11-23,0.0
61318,23_82_2012-11-30,0.0
61319,23_82_2012-12-07,0.0
61320,23_82_2012-12-14,0.0
61321,23_82_2012-12-21,0.0
61322,23_82_2012-12-28,0.0
61323,23_82_2013-01-04,0.0
61324,23_82_2013-01-11,0.0
61325,23_82_2013-01-18,0.0
61326,23_82_2013-01-25,0.0
61327,23_82_2013-02-01,0.0
61328,23_82_2013-02-08,0.0
61329,23_82_2013-02-15,0.0
61330,23_82_2013-02-22,0.0
61331,23_82_2013-03-01,0.0
61332,23_82_2013-03-08,0.0
61333,23_82_2013-03-15,0.0
61334,23_82_2013-03-22,0.0
61335,23_82_2013-03-29,0.0
61336,23_82_2013-04-05,0.0
61337,23_82_2013-04-12,0.0
61338,23_82_2013-04-19,0.0
61339,23_82_2013-04-26,0.0
61340,23_82_2013-05-03,0.0
61341,23_82_2013-05-10,0.0
61342,23_82_2013-05-17,0.0
61343,23_82_2013-05-24,0.0
61344,23_82_2013-05-31,0.0
61345,23_82_2013-06-07,0.0
61346,23_82_2013-06-14,0.0
61347,23_82_2013-06-21,0.0
